ATTO PRIMO,ACT ONE
FIGARO:                            F,IGARO:
"Vanne, vanne, non temo di te.      G","o on, go on, I'm not frightened of you."
,
[parte Antonio]                    [,Antonio leaves]
,
 IL CONTE:                         C,OUNT:
[riapre la carta e poi tosto       [,glances over the papers
la chiude; a Figaro]               a,gain; to Figaro]
Dunque ...                         W,"ell, then ..."
,
LA CONTESSA:                       C,OUNTESS:
[piano a Susanna]                  [,softly to Susanna]
O ciel! La patente del paggio!     O,h heavens!  The page's commission!
,
SUSANNA:                           S,USANNA:
[piano a Figaro]                   [,softly to Figaro]
"Giusti Dei, la patente!            G","ood Gods, the commission!"
,
IL CONTE:                          C,OUNT:
[a Figaro]                         [,to Figaro]
Coraggio!                          C,ome on!
,
FIGARO:                            F,IGARO:
"Uh, che testa! Questa è la patente O","h, of course!  This is the commission"
che poc'anzi il fanciullo mi die'. t,hat the boy gave to me a little while ago.
,
IL CONTE:                          C,OUNT:
Per che fare?                      W,hy did he do that?
,
FIGARO:                            F,IGARO:
Vi manca ...                       I,t wanted ...
,
IL CONTE:                          C,OUNT:
Vi manca?                          I,t wanted?
,
LA CONTESSA:                       C,OUNTESS:
[piano a Susanna]                  [,softly to Susanna]
Il suggello.                       S,ealing.
,
SUSANNA:                           S,USANNA:
[piano a Figaro]                   [,softly to Figaro]
Il suggello.                       S,ealing.
,
IL CONTE:                          C,OUNT:
Rispondi.                          A,nswer me!
,
FIGARO:                            F,IGARO:
È l'usanza ...                     I,t's usual ...
,
IL CONTE:                          C,OUNT:
"Su via, ti confondi?               D",on't you give up?
,
FIGARO:                            F,IGARO:
È l'usanza di porvi il suggello.   I,t's usual to seal a commission.
,
IL CONTE:                          C,OUNT:
[guarda e vede che manca il        [,looks and sees that it lacks
sigillo; guasta il foglio          a, seal; tears the paper and
e con somma collera lo getta]      t,hrows it angrily to the ground]
"(Questo birbo mi toglie il cervello,","  (This rascal's too much,"
"tutto, tutto è un mistero per me.)",   everything's a mystery to me.)
,
SUSANNA & LA CONTESSA:             S,USANNA & COUNTESS:
(Se mi salvo da questa tempesta    (,If I weather this tempest
più non avvi naufragio per me.)    w,e needn't fear a shipwreck.)
,
FIGARO:, FIGARO:
(Sbuffa invano e la terra calpesta;, (He pants and paws the earth in vain;
poverino ne sa men di me.), the poor fellow knows less than I do.)
,
,
,
SCENA XI ED ULTIMA                 S,CENE XI (LAST SCENE)
"I suddetti , Marcellina,           T","he above, Marcellina,"
Bartolo e Basilio                  B,artolo and Basilio
,
"MARCELLINA, BASILIO & BARTOLO:     M","ARCELLINA, BASILIO & BARTOLO:"
[al Conte]                         [,to the Count]
"Voi signor, che giusto siete       Y","ou, my lord, who are so just"
ci dovete ascoltar.                m,ust now listen to us.
,
IL CONTE:                          C,OUNT:
(Son venuti a vendicarmi           (,They've come to avenge me
io mi sento a consolar.)           I,'m beginning to feel better.)
,
"SUSANNA, LA CONTESSA & FIGARO:     S","USANNA, COUNTESS & FIGARO:"
(Son venuti a sconcertarmi         (,They've come to thwart me
qual rimedio ritrovar?),what remedy can be found?)
,
FIGARO:                            F,IGARO:
[al Conte]                         [,to the Count]
"Son tre stolidi, tre pazzi,        T","hey're three fools, three madmen,"
cosa mai vengono a far?            w,hatever have they come here for?
,
IL CONTE:                          C,OUNT:
"Pian pianin, senza schiamazzi      H","ush, without interruptions"
dica ognun quel che gli par.       l,et everyone speak his mind.
,
MARCELLINA:                        M,ARCELLINA:
Un impegno nuziale                 T,his man has signed
ha costui con me contratto.        a, pledge to marry with me
E pretendo che il contratto        a,nd I insist that the contract
deva meco effettuar.               m,ust be fulfilled.
,
"SUSANNA, LA CONTESSA & FIGARO:     S","USANNA, COUNTESS & FIGARO:"
Come! Come!                        W,hat!  What!
,
IL CONTE:                          C,OUNT:
"Olà, silenzio!                     N","ow, be quiet!"
Io son qui per giudicar.           I,'m here to deliver justice.
,
BARTOLO:                           B,ARTOLO:
Io da lei scelto avvocato          I,", chosen as her lawyer,"
"vengo a far le sue difese,         c","ome here in her defence,"
"le legittime pretese,              i",n order to support
io qui vengo a palesar.            h,er legitimate claims.
,
"SUSANNA, LA CONTESSA & FIGARO:     S","USANNA, COUNTESS & FIGARO:"
È un birbante!                     H,e's a scoundrel!
,
IL CONTE:                          C,OUNT:
"Olà, silenzio!                     D",o be quiet!
Io son qui per giudicar.           I,'m here to deliver justice.
,
BASILIO:                           B,ASILIO:
"Io, com'uom al mondo cognito       I",", known as a man of the world,"
vengo qui per testimonio           c,ome here to testify
del promesso matrimonio            t,o the promise of marriage
con prestanza di danar.            w,ith the loan of the money.
,
"SUSANNA, LA CONTESSA & FIGARO:     S","USANNA, COUNTESS & FIGARO:"
Son tre matti.                     T,"hey're mad, all three ."
,
IL CONTE:                          C,OUNT:
"Olà, silenzio! Lo vedremo,         B","e quiet!  We'll look at it,"
"il contratto leggeremo,            w","e'll read over the contract,"
tutto in ordin deve andar.         e,verything must proceed in its proper order.
,
"SUSANNA, LA CONTESSA & FIGARO:     S","USANNA, COUNTESS & FIGARO:"
"Son confusa/o, son stordita/o,     I","'m confounded, I'm shocked,"
"disperata/o, sbalordita/o.         d","esperate, stunned."
Certo un diavol dell'inferno       I,t was certainly a devil from hell
qui li ha fatti capitar.           w,ho sent them here now.
,
"MARCELLINA, BASILIO,               M","ARCELLINA, BASILIO,"
BARTOLO & IL CONTE:                B,ARTOLO & COUNT:
"Che bel colpo, che bel caso!       W","hat good fortune, what happy chance!"
"È cresciuto a tutti il naso,       I","t's coming to a head,"
qualche nume a noi propizio        w,hat god suggested
qui ci/li ha fatti capitar.        t,hat we/they should come here now?
,
,
,
ATTO TERZO, ACT THREE
,
Sala ricca con due troni e preparata," Rich room with two thrones,"
a festa nuziale, preparated for a wedding.
,
SCENA I, SCENE I
Il Conte solo, The Count alone
,
Recitativo, Recitative
,
IL CONTE:, COUNT:
Che imbarazzo è mai questo!, What a confusion!
Un foglio anonimo ..., An anonymous letter ...
La cameriera in gabinetto chiusa ..., The maid in a locked closet ...
La padrona confusa ..., My lady so agitated ...
un uom che salta, a man who jumps
dal balcone in giardino ..., from the balcony to the garden ...
un altro appresso, another
che dice esser quel desso ..., who immediately says that it was he ...
non so cosa pensar., I don't know what to think.
Potrebbe forse, Perhaps it could have been
qualcun de' miei vassalli ..., one  of my subjects ...                      a simil razza                          their kind
"è comune l'ardir,", commits such audacities;
ma la Contessa ..., but the Countess ...
"Ah, che un dubbio l'offende."," Ah, to doubt her is an offence."
Ella rispetta troppo sé stessa:," She has too much respect for her position,"
e l'onor mio ... l'onore ..., and my honour ...  honour ...
dove diamin l'ha posto umano errore!, where the devil has human error put it!
,
SCENA II, SCENE II
"Il suddetto, la Contessa e Susanna;"," The above, the Countess and Susanna;"
"s'arrestano in fondo alla scena,"," they stay at the back, unseen by the Count. non vedute dal Conte."
,
LA CONTESSA:, COUNTESS:
[a Susanna], [to Susanna]
"Via, fatti core: digli"," Come, take heart: tell him"
che ti attenda in giardino., that you'll wait for him in the garden.
,
IL CONTE:, COUNT:
Saprò se Cherubino, I'll find out whether Cherubino
era giunto a Siviglia. A tale oggett,o did go to Seville - to that end
ho mandato Basilio ..., I've sent Basilio ...
,
SUSANNA:, SUSANNA:
[alla Contessa], [to the Countess]
Oh cielo! E Figaro?, Oh heavens! and Figaro?
,
LA CONTESSA:, COUNTESS:
A lui non dei dir nulla: in vece tua, You needn't say anything to him:
voglio andarci io medesma., I'll be there myself in your place.
,
IL CONTE:, COUNT:
Avanti sera, Before evening
dovrebbe ritornar ..., he should return ...
,
SUSANNA:, SUSANNA:
Oh Dio ... non oso!, Oh God ... I daren’t!
,
LA CONTESSA:, COUNTESS:
"Pensa, ch'è in tua mano il mio ripos","o. Think, that my peace of heart is in your hands."
[esce], [exit]
,
IL CONTE:, COUNT:
E Susanna? Chi sa ch'ella tradito, And Susanna?  Who knows if she's betrayed
abbia il segreto mio ..., my secret ...
"oh, se ha parlato,"," oh, if she has spoken,"
gli fo sposar la vecchia., I'll make him marry the old woman!
,
SUSANNA:, SUSANNA:
(Marcellina!) Signor ..., (Marcellina!)  My lord ...
,
IL CONTE:, COUNT:
Cosa bramate?, What do you want?
,
SUSANNA:, SUSANNA:
Mi par che siete in collera!, You seem angry?
,
IL CONTE:, COUNT:
Volete qualche cosa?, Tell me what you're after.
,
SUSANNA:, SUSANNA:
Signor ... la vostra sposa, My lord ...  your wife
"ha i soliti vapori,"," has the vapours, as usual,"
e vi chiede il fiaschetto, and asks for your bottle
degli odori., of smelling salts.
,
IL CONTE:, COUNT:
Prendete., Take it.
,
SUSANNA:, SUSANNA:
Or vel riporto., I'll bring it back to you.
,
IL CONTE:, COUNT:
"Ah no, potete"," Ah no, you may"
Ritenerlo per voi., keep it for yourself.
,
SUSANNA:, SUSANNA:
Per me?, For me?
Questi non son mali, The vapours don’t afflict
da donne triviali., lowly women like me.
,
IL CONTE:, COUNT:
"Un'amante, che perde il caro sposo"," A lover, who loses her dear husband"
sul punto d'ottenerlo?, just on the point of winning him?
,
SUSANNA:, SUSANNA:
Pagando Marcellina, By paying Marcellina
colla dote che voi mi prometteste..., with the dowry you promised me ...
,
IL CONTE:, COUNT:
"Ch'io vi promisi, quando?", That I promised you?  When?
,
SUSANNA:, SUSANNA:
Credea d'averlo inteso., I believed that I'd understood so.
,
IL CONTE:, COUNT:
"Sì, se voluto aveste"," Yes, if you'd been willing"
intendermi voi stessa., to understand me yourself.
,
SUSANNA:, SUSANNA:
"È mio dovere,"," Such is my duty,"
e quel di Sua Eccellenza, and His Excellency's desire
il mio volere., is mine.
,
N. 17. Duettino, No. 17.  Duet
,
IL CONTE:, COUNT:
Crudel! Perché finora, Cruel woman!  Why until now
farmi languir così?, did you keep me in torment?
,
SUSANNA:, SUSANNA:
"Signor, la donna ognora"," My lord, every woman"
tempo ha dir di sì., has her time to say yes.
,
IL CONTE:, COUNT:
"Dunque, in giardin verrai?", Then you'll come to the garden?
,
SUSANNA:, SUSANNA:
"Se piace a voi, verrò."," If it pleases you, I'll come."
,
IL CONTE:, COUNT:
E non mi mancherai?, And you won't fail me?
,
SUSANNA:, SUSANNA:
"No, non vi mancherò."," No, I won't fail you."
,
IL CONTE:, COUNT:
Mi sento dal contento, My heart is filled
pieno di gioia il cor., with joy and happiness.
,
SUSANNA:, SUSANNA:
(da se), [aside]
"Scusatemi se mento,"," Pardon me if I lie,"
voi che intendete amor., all you who understand love.
,
Recitativo, Recitative
,
IL CONTE:, COUNT:
E perché fosti meco, And why were you
stamattina sì austera?, so austere with me this morning?
,
SUSANNA:, SUSANNA:
Col paggio ch'ivi c'era ..., With the page there listening ...
,
IL CONTE:, COUNT:
Ed a Basilio, And to Basilio
che per me ti parlò?, who spoke to you for me?
,
SUSANNA:, SUSANNA:
Ma qual bisogno, But what need
"abbiam noi, che un Basilio ..."," have we, of a Basilio ..."
,
IL CONTE:, COUNT:
"È vero, è vero,"," True, true,"
e mi prometti poi ..., and so you promise me ...
"se tu manchi, oh cor mio ..."," if you fail me, oh my heart ..."
Ma la Contessa, But the Countess
attenderà il fiaschetto., is waiting for the smelling salts.
,
SUSANNA:, SUSANNA:
"Eh, fu un pretesto."," Oh, that was a pretext."
Parlato io non avrei senza di questo,. I couldn't have spoken without it.
,
IL CONTE:, COUNT:
[vuole baciarla], [trying to kiss her]
Carissima!, Dearest!
,
SUSANNA:, SUSANNA:
[si ritira], [drawing back]
Vien gente., Someone's coming.
,
IL CONTE:, COUNT:
(È mia senz'altro.)," (She's mine, for sure.)"
,
SUSANNA:, SUSANNA:
"(Forbitevi la bocca,"," (Sharpen your wits,"
oh signor scaltro.), my rascally lord.)
,
,
,
,
,
SCENA III, SCENE III
"Figaro, Susanna ed il Conte"," Figaro, Susanna and the Count"
,
FIGARO:, FIGARO:
"Ehi, Susanna, ove vai?"," Hey, Susanna, where are you going?"
,
SUSANNA:, SUSANNA:
"Taci, senza avvocato"," Hush, without a lawyer"
hai già vinta la causa., you've already won your case.
[parte], [exit]
,
FIGARO:, FIGARO:
Cos'è nato?, What's happened?
[la segue], [he follows her]
,
,
SCENA IV, SCENE IV
Il Conte solo, The Count alone
,
N. 18. Recitativo ed Aria, No. 18.  Recitative and Aria
,
IL CONTE:, COUNT:
Hai già vinta la causa!," ""You've already won your case""!"
Cosa sento!, What do I hear!
In qual laccio io cadea?, What trap have I fallen into?
Perfidi! Io voglio ..., Traitors!  I want ...
Di tal modo punirvi - A piacer mio, I'll punish you - the sentence shall be
la sentenza sarà ... Ma s'ei pagasse, to my pleasure ...  But if he pays
la vecchia pretendente?, that old suitor of his?
Pagarla! In qual maniera!, Pay her!  How?
"E poi v'è Antonio,"," and then there's Antonio,"
che a un incognito Figaro ricusa, who'd refuse to give his niece in marriage
di dare una nipote in matrimonio., to a nameless man such as Figaro.
Coltivando l'orgoglio, Flattering the pride
di questo mentecatto ..., of this half-wit ...
Tutto giova a un raggiro ..., Everything accords to my plans ...
il colpo è fatto., the case is won.
,
"Vedrò mentre io sospiro,"," Shall I see, while I suffer,"
felice un servo mio!, a servant of mine be happy!
"E un ben ch'invan desio,"," And the beauty which I desire in vain,"
ei posseder dovrà?, should he possess her?
Vedrò per man d'amore, Shall I see the hand of love
unita a un vile oggetto, unite to a low-born suitor
chi in me destò un affetto, she who arouses in me a tenderness
che per me poi non ha?, which she doesn't feel for me?
"Ah no, lasciarti in pace,"," Ah no, I can’t leave"
"non vo' questo contento,", this happy man undisturbed.
"tu non nascesti, audace,"," You weren't born, audacious fellow,"
"per dare a me tormento,"," to be my torment,"
e forse ancor per ridere, and perhaps to laugh
di mia infelicità., at my unhappiness.
Già la speranza sola, Only the hope
delle vendette mie, of my revenge
"quest'anima consola,"," now consoles my spirit,"
e giubilar mi fa., and brings me joy.
,
,
SCENA (VIII), SCENE (VIII)
La Contessa sola, The Countess alone
,
N. 20. Recitativo ed Aria, No.  20.  Recitative and Aria
,
LA CONTESSA:, COUNTESS:
E Susanna non vien! Sono ansiosa, And Susanna doesn't come!  I'm anxious
di saper come il Conte, to know how the Count
accolse la proposta. Alquanto ardito, took her proposition.  The scheme seems
"il progetto mi par, e ad uno sposo"," too bold to me, and to a husband"
"sì vivace, e geloso!", so wild and jealous!
Ma che mal c'è?, But what harm is there?
Cangiando i miei vestiti, Changing my clothes
"con quelli di Susanna,"," with those of Susanna,"
e i suoi co' miei ..., and hers with mine ...
al favor della notte ..., shielded by the night's face ...
"oh cielo, a quale"," oh heavens, to what"
umil stato fatale io son ridotta, a humiliating state I am reduced
"da un consorte crudel,"," by a cruel husband,"
che dopo avermi," who, after marrying me,"
con un misto inaudito, with an unheard of mixture
"d'infedeltà, di gelosia, di sdegni,"," of infidelity, jealousy and scorn,"
"prima amata, indi offesa,"," first loved, then offended,"
"e alfin tradita,"," and at last betrayed me,"
fammi or cercar, now makes me turn
da una mia serva aita!, to one of my servants for help!
,
Dove sono i bei momenti, Where are the beautiful moments
"di dolcezza e di piacer,"," of sweetness and of pleasure,"
dove andaro i giuramenti, what happened to the promises
di quel labbro menzogner?, of that lying tongue?
Perché mai se in pianti e in pene," Whyever, if everything for me"
"per me tutto si cangiò,"," was to change to tears and pain,"
la memoria di quel bene, do those happy memories
dal mio sen non trapassò?, not also pass from my breast?
Ah! Se almen la mia costanza, Ah!  If at least my loyalty
"nel languire amando ognor,"," still loves in this pain,"
mi portasse una speranza, it may bring me some hope
di cangiar l'ingrato cor., of changing that ungrateful heart.
[parte], [exit]
,
,
,
SCENA V, SCENE V
"Il Conte, Marcellina, Don Curzio,"," The Count, Marcellina, Don Curzio,"
Figaro e Bartolo; poi Susanna, Figaro and Bartolo; later Susanna
,
Recitativo, Recitative
,
DON CURZIO:, DON CURZIO:
È decisa la lite., The case is settled.
"O pagarla, o sposarla,"," Either pay her, or marry her;"
ora ammutite., now hold your silence.
,
MARCELLINA:, MARCELLINA:
Io respiro., I breathe again.
,
FIGARO:, FIGARO:
Ed io moro., And I die.
,
MARCELLINA:, MARCELLINA:
(Alfin sposa io sarò, At last I'll be the wife
d'un uom ch'adoro.), of a man I love.
,
FIGARO:, FIGARO:
Eccellenza m'appello ...," Your Excellency, I appeal ..."
,
IL CONTE:, COUNT:
È giusta la sentenza., The sentence is just.
"O pagar, o sposar,"," Pay her, or marry her;"
bravo Don Curzio.," well done, Don Curzio."
,
DON CURZIO:, DON CURZIO:
Bontà di sua Eccellenza., Your Lordship is gracious.
,
BARTOLO:, BARTOLO:
Che superba sentenza!, What a superb judgement!
,
FIGARO:, FIGARO:
In che superba?, Really?  How so?
,
BARTOLO:, BARTOLO:
Siam tutti vendicati ..., We all are revenged ...
,
FIGARO:, FIGARO:
Io non la sposerò., I won't marry her.
,
BARTOLO:, BARTOLO:
La sposerai.," Oh, but you will."
,
DON CURZIO:, DON CURZIO:
"O pagarla, o sposarla."," Either pay her, or marry her."
,
MARCELLINA:, MARCELLINA:
Io t'ho prestati, I lent you
due mille pezzi duri., two thousand gold pieces.
,
FIGARO:, FIGARO:
"Son gentiluomo, e senza"," I am a gentleman, and without the consent"
l'assenso de' miei nobili parenti ..,. of my noble relatives ...
,
IL CONTE:, COUNT:
Dove sono? Chi sono?, Where are they?  Who are they?
,
FIGARO:, FIGARO:
Lasciate ancor cercarli!," Go on, you search for them!"
Dopo dieci anni, After ten years
non spero di trovarli., I’ve lost hope of finding them.
,
BARTOLO:, BARTOLO:
Qualche bambin trovato?, You were a foundling baby?
,
FIGARO:, FIGARO:
"No, perduto, dottor, anzi rubato."," No, lost, doctor, or rather stolen."
,
IL CONTE:, COUNT:
Come?, What?
,
MARCELLINA:, MARCELLINA:
Cosa?, How?
,
BARTOLO:, BARTOLO:
La prova?, Your proof?
,
DON CURZIO:, DON CURZIO:
Il testimonio?, Your papers?
,
FIGARO:, FIGARO:
"L'oro, le gemme,"," The gold, the jewels,"
"e i ricamati panni,"," and the embroidered clothes,"
che ne' più teneri anni, which even in those tender years
"mi ritrovaro addosso i masnadieri,"," were found with me,"
sono gl'indizi veri, these are the marks
"di mia nascita illustre,", of my high birth;
e sopra tutto, and above all
questo al mio braccio, here on my arm
impresso geroglifico ..., a birthmark ...
,
MARCELLINA:, MARCELLINA:
Una spatola impressa, A strawberry mark
al braccio destro ..., on your left arm?
,
FIGARO:, FIGARO:
E a voi chi'l disse?, Who told you that?
,
,
MARCELLINA:, MARCELLINA:
"Oh Dio, è desso ..."," Oh God, it's him ..."
,
FIGARO:, FIGARO:
È ver son io.," That's true, I'm me ..."
,
"DON CURZIO, IL CONTE & BARTOLO:"," DON CURZIO, COUNT & BARTOLO:"
Chi?, Who?
,
MARCELLINA:, MARCELLINA:
Raffaello., Raphael!
,
BARTOLO:, BARTOLO:
E i ladri ti rapir ..., And the robbers stole you ...
,
FIGARO:, FIGARO:
Presso un castello., Near a castle.
,
BARTOLO:, BARTOLO: [indicating Marcellina]
Ecco tua madre., This is your mother.
,
FIGARO:, FIGARO:
Balia ..., My nurse ...
,
BARTOLO:, BARTOLO:
"No, tua madre."," No, your mother."
,
IL CONTE & DON CURZIO:, COUNT & DON CURZIO:
Sua madre!, His mother!
,
FIGARO:, FIGARO:
Cosa sento!, What's this!
,
MARCELLINA:, MARCELLINA: [gestures to Bartolo]
Ecco tuo padre., Here is your father!
,
N. 19. Sestetto, No. 19.  Sextet
,
MARCELLINA:, MARCELLINA:
[abbracciando Figaro], [embracing Figaro]
Riconosci in questo amplesso," In this embrace, find once more"
"una madre, amato figlio!"," your mother, my beloved son!"
,
FIGARO:, FIGARO:
[a Bartolo], [to Bartolo]
"Padre mio, fate lo stesso,"," My father, do the same,"
non mi fate più arrossir., Let me no longer have cause to blush.
,
BARTOLO:, BARTOLO:
[abbracciando Figaro], [embracing Figaro]
Resistenza la coscienza, My conscience forbids me
far non lascia al tuo desir., to object.
,
DON CURZIO:, DON CURZIO:
"Ei suo padre, ella sua madre,"," He, his father – she, his mother,"
l'imeneo non può seguir., then the marriage can't proceed.
,
IL CONTE:, COUNT:
"Son smarrito, son stordito,"," I'm bewildered, I'm confounded,"
meglio è assai di qua partir., it's much better to leave here.
,
MARCELLINA & BARTOLO:, MARCELLINA & BARTOLO:
Figlio amato!, Beloved son!
,
FIGARO:, FIGARO:
Parenti amati!, Beloved parents!
[Il Conte vuol partire. Susanna, [The Count goes to leave.  Susanna
entra con una borsa in mano.]," enters with a purse, stopping him.]"
,
SUSANNA:, SUSANNA:
"Alto, alto, signor Conte,"," One moment, my lord,"
"mille doppie son qui pronte,"," I have a thousand doubles here and ready,"
"a pagar vengo per Figaro,"," I have come to pay for Figaro,"
ed a porlo in libertà., and to set him free.
,
IL CONTE & DON CURZIO:, COUNT & DON CURZIO:
"Non sappiam com'è la cosa,"," I don't know what's going on,"
osservate un poco là!, Look over there!
,
,
SUSANNA:, SUSANNA:
[si volge vedendo Figaro, [turns to see Figaro
che abbraccia Marcellina], embracing Marcellina]
Già d'accordo ei colla sposa;, Settled with his wife already?
"giusti Dei, che infedeltà!"," good God, what infidelity!"
[vuol partire], [throws the basket to the ground; goes to
,   leave]
Lascia iniquo!," Leave her, you traitor!"
,
FIGARO:, FIGARO:
[trattenendo Susanna], [stopping Susanna]
"No, t'arresta!"," No, wait!"
"Senti, oh cara!"," Hear me, my dear!"
,
SUSANNA:, SUSANNA:
[dà uno schiaffo a Figaro], [slaps Figaro]
Senti questa!, Hear this!
,
"MARCELLINA, BARTOLO & FIGARO:"," MARCELLINA, BARTOLO & FIGARO:"
"È un effetto di buon core,"," It comes of a good heart,"
tutto amore è quel che fa., it's all for love's sake.
,
IL CONTE:, COUNT:
"Fremo, smanio dal furore,"," I burn, I tremble with fury,"
il destino a me la fa., destiny does this to me.
,
DON CURZIO:, DON CURZIO:
"Freme e smania dal furore,"," He burns, he trembles with fury,"
il destino gliela fa., destiny does this to him.
,
SUSANNA:, SUSANNA:
"Fremo, smanio dal furore,"," I burn, I tremble with fury,"
una vecchia a me la fa., an old woman does this to me.
,
MARCELLINA:, MARCELLINA:
[corre ad abbracciar Susanna], [embraces Susanna]
"Lo sdegno calmate,"," Calm your fury,"
"mia cara figliuola,"," my dear daughter,"
sua madre abbracciate, and embrace his mother
che or vostra sarà., who must now be yours too!
,
SUSANNA:, SUSANNA:
Sua madre?, His mother?
,
BARTOLO:, BARTOLO:
Sua madre!, His mother!
,
SUSANNA:, SUSANNA:
Sua madre?, His mother?
,
IL CONTE:, COUNT:
Sua madre!, His mother!
,
SUSANNA:, SUSANNA:
Sua madre?, His mother?
,
DON CURZIO:, DON CURZIO:
Sua madre!, His mother!
,
SUSANNA:, SUSANNA:
Sua madre?, His mother?
,
MARCELLINA:, MARCELLINA:
Sua madre!, His mother!
,
SUSANNA:, SUSANNA:
[to Figaro], [to Figaro]
Tua madre?, Your mother?
,
FIGARO:, FIGARO:
[to Susanna], [to Susanna]
E quello è mio padre, And that is my father
che a te lo dirà., as he will tell you.
,
SUSANNA:, SUSANNA:
Suo padre?, His father?
,
BARTOLO:, BARTOLO:
Suo padre!, His father!
,
SUSANNA:, SUSANNA:
Suo padre?, His father?
,
IL CONTE:, COUNT:
Suo padre!, His father!
,
SUSANNA:, SUSANNA:
Suo padre?, His father?
,
DON CURZIO:, DON CURZIO:
Suo padre!, His father!
,
SUSANNA:, SUSANNA:
Suo padre?, His father?
,
MARCELLINA:, MARCELLINA:
Suo padre!, His father!
,
SUSANNA:, SUSANNA:
[a Figaro], [to Figaro]
Tuo padre?, Your father?
,
FIGARO:, FIGARO:
[a Susanna], [to Susanna]
E quella è mia madre," And that is my mother,"
che a te lo dirà., as she will tell you.
[tutti quattro abbraccianosi], [all four embrace]
,
"SUSANNA, MARCELLINA,"," SUSANNA, MARCELLINA,"
BARTOLO & FIGARO:, BARTOLO & FIGARO:
Al dolce contento, My soul hardly knows
"di questo momento,", how to withstand
quest'anima appena, the sweet content
resister or sa., of this moment.
,
DON CURZIO & IL CONTE:, DON CURZIO & COUNT:
Al fiero tormento, My/His soul hardly knows
"di questo momento,", how to withstand
quell'/quest'anima appena, the fiery torments
resister or sa., of this moment.
,
 [Il Conte e Don Curzio partono.], [The Count and Don Curzio leave.]
,
,
SCENA VI, SCENE VI
"Susanna, Marcellina, Figaro e Bartol","o Susanna, Marcellina, Figaro and Bartolo"
,
Recitativo, Recitative
,
MARCELLINA:, MARCELLINA:
[a Bartolo], [to Bartolo]
"Eccovi, oh caro amico,"," Here, my dear friend,"
il dolce frutto, is the sweet fruit
dell'antico amor nostro ..., Of our old love ...
,
BARTOLO:, BARTOLO:
Or non parliamo, We won't speak now
"di fatti sì rimoti,", of such far-off events;
"egli è mio figlio,"," he's my son,"
mia consorte voi siete;, you're my wife;
e le nozze farem, and we'll have the wedding
quando volete., whenever you like.
,
MARCELLINA:, MARCELLINA:
"Oggi, e doppie saranno."," Today, and let it be a double one."
[dà il biglietto a Figaro], [gives the paper to Figaro]
"Prendi, questo è il biglietto", Take it; it's the receipt
"del danar che a me devi,", for the money you owed me;
ed è tua dote., and let it be your dowry.
,
SUSANNA:, SUSANNA:
[getta per terra una borsa di danari,] [collecting up the money which she threw
,  down]
Prendi ancor questa borsa., Take this purse too.
,
BARTOLO:, BARTOLO:
[fa lo stesso], [giving him a purse]
E questa ancora., And this one as well.
,
FIGARO:, FIGARO:
"Bravi,"," Bravo,"
gittate pur ch'io piglio ognora., throw as many as I can catch.
,
SUSANNA:					 SUSANNA:,
Chi al par di me contenta!, Who could be as happy as I am!
,
"FIGARO, BARTOLO & MARCELLINA:"," FIGARO, BARTOLO & MARCELLINA:"
Io!, I am!
,
"SUSANNA, MARCELLINA,"," SUSANNA, MARCELLINA,"
BARTOLO & FIGARO:, BARTOLO & FIGARO:
E schiatti il signor Conte, And let the Count burst
al gusto mio., at my pleasure!
,
,
SCENA X, SCENE X
LA CONTESSA:, COUNTESS:
"Piano,", Softly;
che meglio or lo porremo in gabbia., it will be easier now to trip him.
Dov'è l'appuntamento, Where did you propose
che tu gli proponesti?, to meet him?
,
SUSANNA:, SUSANNA:
In giardino., In the garden.
,
LA CONTESSA:, COUNTESS:
Fissiamgli un loco. Scrivi., We'll fix a place.  Write.
,
SUSANNA:, SUSANNA:
"Ch'io scriva ... ma, signora ..."," I, write? ...  but, my lady ..."
,
,
LA CONTESSA:, COUNTESS:
"Eh, scrivi dico; e tutto"," Come, write,"
[Susanna siede e scrive], [Susanna sits to write]
io prendo su me stessa., and I will take any blame on myself.
Canzonetta sull'aria ... ," ""A little song on the breeze ... """
,
N.21. Duettino, No. 21.  Duet
,
SUSANNA:, SUSANNA:
[scrivendo], [writing]
Sull'aria ... ," ""On the breeze ... """
,
LA CONTESSA:, COUNTESS:
Che soave zeffiretto ... ," ""What a gentle zephyr ... """
,
SUSANNA:, SUSANNA:
Zeffiretto ... ," ""Zephyr ... """
,
LA CONTESSA:, COUNTESS:
Questa sera spirerà ... ," ""Will whisper this evening ... """
,
SUSANNA:, SUSANNA:
Questa sera spirerà ... ," ""Will whisper this evening ... """
,
LA CONTESSA:, COUNTESS:
Sotto i pini del boschetto.," ""Beneath the pines in the copse."""
,
SUSANNA:, SUSANNA:
Sotto i pini ... ," ""Beneath the pines ...""?"
,
LA CONTESSA:, COUNTESS:
Sotto i pini del boschetto.," ""Beneath the pines in the copse."""
,
SUSANNA:, SUSANNA:
"""Sotto i pini ... del boschetto ..."," ""Beneath the pines ... in the copse ... "
,
LA CONTESSA:, COUNTESS:
Ei già il resto capirà., And he'll understand the rest.
,
SUSANNA:, SUSANNA:
"Certo, certo il capirà."," Oh, yes, certainly he'll understand it."
,
Recitativo, Recitative
,
SUSANNA:, SUSANNA:
[piega la lettera], [folds the paper]
Piegato è il foglio ..., The letter's closed;
or come si sigilla?, now how shall it be sealed?
,
LA CONTESSA:, COUNTESS:
